                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                0.58431,                 1.3133,                 1.2725,                      1,                      1,                  0.995,                  0.995,                  0.366,                0.60203,                0.79287,             0.00050618,             0.00050618,             0.00050618
                    149,                0.50705,                 1.3464,                 1.2183,                      1,                      1,                  0.995,                  0.995,                0.31237,                 0.8384,                0.75926,             0.00050477,             0.00050477,             0.00050477
                    150,                0.59984,                 1.3574,                 1.2726,                      1,                      1,                  0.995,                  0.995,                0.27764,                0.78058,                0.72968,             0.00050336,             0.00050336,             0.00050336
                    151,                0.62995,                 1.4167,                 1.2723,                0.97486,                      1,                  0.995,                  0.995,                0.33822,                 0.4657,                0.75183,             0.00050194,             0.00050194,             0.00050194
                    152,                0.58799,                 1.3776,                 1.2484,                 0.9746,                      1,                  0.995,                  0.995,                 0.3205,                0.46407,                0.75222,             0.00050053,             0.00050053,             0.00050053
                    153,                0.53109,                 1.3355,                 1.2189,                0.97473,                      1,                  0.995,                  0.995,                0.27195,                0.39051,                0.76308,             0.00049911,             0.00049911,             0.00049911
                    154,                0.57817,                  1.288,                 1.2537,                0.97436,                      1,                  0.995,                  0.995,                0.28389,                0.37587,                0.76247,              0.0004977,              0.0004977,              0.0004977
                    155,                 0.5742,                 1.3081,                 1.2281,                      1,                      1,                  0.995,                 0.8955,                0.37402,                0.44668,                0.78693,             0.00049629,             0.00049629,             0.00049629
                    156,                0.57183,                 1.3079,                 1.2367,                      1,                      1,                  0.995,                  0.995,                0.32539,                0.46413,                0.77624,             0.00049487,             0.00049487,             0.00049487
                    157,                0.63038,                 1.4141,                 1.2735,                      1,                      1,                  0.995,                  0.995,                0.20301,                0.49627,                0.73217,             0.00049346,             0.00049346,             0.00049346
                    158,                0.59858,                 1.3123,                 1.2431,                      1,                      1,                  0.995,                  0.995,                0.20416,                0.49589,                0.72486,             0.00049205,             0.00049205,             0.00049205
                    159,                0.52613,                 1.2147,                 1.2371,                      1,                      1,                  0.995,                  0.995,                0.26667,                0.41293,                 0.7389,             0.00049063,             0.00049063,             0.00049063
                    160,                 0.5666,                 1.3294,                 1.2661,                      1,                      1,                  0.995,                  0.995,                0.28815,                0.45584,                0.75723,             0.00048922,             0.00048922,             0.00048922
                    161,                0.53803,                  1.377,                 1.2486,                      1,                      1,                  0.995,                  0.995,                0.21631,                0.52809,                0.73931,              0.0004878,              0.0004878,              0.0004878
                    162,                0.51858,                 1.3155,                 1.2272,                      1,                      1,                  0.995,                  0.995,                0.24363,                0.60221,                0.74275,             0.00048639,             0.00048639,             0.00048639
                    163,                0.53188,                 1.3353,                 1.2281,                      1,                      1,                  0.995,                  0.995,                0.25323,                0.42471,                 0.7253,             0.00048498,             0.00048498,             0.00048498
                    164,                0.55179,                 1.4016,                  1.265,                0.97453,                      1,                  0.995,                  0.995,                0.26017,                0.47934,                0.72413,             0.00048356,             0.00048356,             0.00048356
                    165,                0.51888,                 1.2349,                 1.2155,                0.97476,                      1,                  0.995,                  0.995,                0.31211,                0.49697,                0.76382,             0.00048215,             0.00048215,             0.00048215
                    166,                0.50604,                 1.2028,                 1.1509,                      1,                      1,                  0.995,                  0.995,                0.25621,                0.48209,                0.74964,             0.00048074,             0.00048074,             0.00048074
                    167,                0.57003,                 1.3328,                 1.2364,                0.97418,                      1,                  0.995,                  0.995,                0.27827,                0.42402,                0.73073,             0.00047932,             0.00047932,             0.00047932
                    168,                0.50082,                 1.2878,                 1.1991,                0.97439,                      1,                  0.995,                 0.8955,                0.28822,                 0.3467,                0.74653,             0.00047791,             0.00047791,             0.00047791
                    169,                0.58536,                  1.408,                 1.2293,                      1,                      1,                  0.995,                  0.995,                0.20623,                0.42356,                 0.7265,              0.0004765,              0.0004765,              0.0004765
                    170,                0.54025,                 1.3703,                 1.2093,                 0.9723,                      1,                  0.995,                  0.995,                0.20834,                0.43339,                0.72169,             0.00047508,             0.00047508,             0.00047508
                    171,                0.55257,                 1.2486,                 1.2172,                0.97439,                      1,                  0.995,                 0.8955,                0.34467,                0.45234,                0.74394,             0.00047367,             0.00047367,             0.00047367
                    172,                0.54053,                 1.1604,                 1.2255,                0.97439,                      1,                  0.995,                 0.8955,                0.53792,                0.59854,                0.84045,             0.00047225,             0.00047225,             0.00047225
                    173,                0.51005,                 1.2317,                 1.1933,                0.97419,                      1,                  0.995,                 0.8955,                0.52676,                0.56054,                0.84556,             0.00047084,             0.00047084,             0.00047084
                    174,                0.60853,                 1.4181,                  1.256,                0.97442,                      1,                  0.995,                  0.995,                0.40276,                 0.4869,                0.81037,             0.00046943,             0.00046943,             0.00046943
                    175,                0.52799,                 1.2064,                 1.2141,                 0.9739,                      1,                  0.995,                  0.995,                0.27016,                0.43793,                0.76015,             0.00046801,             0.00046801,             0.00046801
                    176,                0.58143,                 1.3221,                 1.2094,                0.97436,                      1,                  0.995,                  0.995,                0.28469,                0.41827,                0.75733,              0.0004666,              0.0004666,              0.0004666
                    177,                 0.5141,                 1.2584,                  1.204,                0.97456,                      1,                  0.995,                  0.995,                0.31281,                 0.4463,                 0.7495,             0.00046519,             0.00046519,             0.00046519
                    178,                0.51788,                 1.2594,                 1.1845,                0.97456,                      1,                  0.995,                  0.995,                0.22551,                0.43859,                 0.7191,             0.00046377,             0.00046377,             0.00046377
                    179,                0.55746,                 1.3097,                 1.2043,                0.97446,                      1,                  0.995,                 0.8955,                  0.361,                0.55675,                0.76733,             0.00046236,             0.00046236,             0.00046236
                    180,                0.46989,                 1.1559,                 1.1579,                 0.9741,                      1,                  0.995,                  0.995,                0.32651,                0.53694,                 0.7509,             0.00046094,             0.00046094,             0.00046094
                    181,                0.51349,                 1.3158,                 1.1858,                      1,                      1,                  0.995,                  0.995,                0.16437,                0.43364,                0.70042,             0.00045953,             0.00045953,             0.00045953
                    182,                0.55905,                 1.3389,                 1.2369,                      1,                      1,                  0.995,                  0.995,                0.15492,                0.40936,                0.69436,             0.00045812,             0.00045812,             0.00045812
                    183,                0.53749,                 1.1802,                   1.16,                 0.9741,                      1,                  0.995,                  0.995,                0.30648,                0.45091,                0.74754,              0.0004567,              0.0004567,              0.0004567
                    184,                0.57488,                 1.2925,                 1.2054,                      1,                      1,                  0.995,                  0.995,                0.25781,                 0.3649,                0.73963,             0.00045529,             0.00045529,             0.00045529
                    185,                 0.5243,                 1.2405,                 1.1573,                      1,                      1,                  0.995,                  0.995,                0.26156,                 0.3298,                0.71043,             0.00045388,             0.00045388,             0.00045388
                    186,                0.56232,                 1.2385,                 1.1825,                      1,                      1,                  0.995,                  0.995,                0.32475,                0.39592,                0.73286,             0.00045246,             0.00045246,             0.00045246
                    187,                0.51403,                 1.2026,                 1.1638,                      1,                      1,                  0.995,                  0.995,                0.24748,                0.42516,                0.72027,             0.00045105,             0.00045105,             0.00045105
                    188,                0.52151,                 1.1612,                 1.1604,                      1,                      1,                  0.995,                  0.995,                0.23462,                0.34247,                0.71875,             0.00044963,             0.00044963,             0.00044963
                    189,                0.48122,                  1.139,                 1.1019,                0.97484,                      1,                  0.995,                  0.995,                0.21446,                0.35074,                0.71256,             0.00044822,             0.00044822,             0.00044822
                    190,                0.53761,                 1.2544,                 1.1982,                 0.9746,                      1,                  0.995,                  0.995,                0.19886,                0.32985,                0.71258,             0.00044681,             0.00044681,             0.00044681
                    191,                 0.5116,                 1.1317,                  1.173,                0.97474,                      1,                  0.995,                  0.995,                0.23344,                0.27747,                0.75255,             0.00044539,             0.00044539,             0.00044539
                    192,                0.53271,                  1.157,                 1.1453,                0.97431,                      1,                  0.995,                 0.8955,                0.42438,                0.33565,                0.82015,             0.00044398,             0.00044398,             0.00044398
                    193,                0.56088,                 1.2122,                 1.1875,                0.97414,                      1,                  0.995,                  0.995,                0.32059,                0.45258,                0.77168,             0.00044257,             0.00044257,             0.00044257
                    194,                0.53398,                 1.2048,                 1.1564,                0.97441,                      1,                  0.995,                  0.995,                 0.2485,                0.42673,                0.73752,             0.00044115,             0.00044115,             0.00044115
                    195,                0.47511,                 1.1522,                 1.1523,                0.97452,                      1,                  0.995,                  0.995,                0.19557,                0.37497,                0.71192,             0.00043974,             0.00043974,             0.00043974
                    196,                0.57505,                 1.1686,                 1.1762,                      1,                      1,                  0.995,                  0.995,                0.20393,                0.33391,                0.71087,             0.00043832,             0.00043832,             0.00043832
                    197,                0.52682,                 1.2379,                 1.1658,                      1,                      1,                  0.995,                  0.995,                0.12287,                0.35129,                0.70333,             0.00043691,             0.00043691,             0.00043691
                    198,                0.50054,                 1.1497,                 1.1361,                      1,                      1,                  0.995,                  0.995,                0.17585,                0.33945,                 0.7158,              0.0004355,              0.0004355,              0.0004355
                    199,                0.48873,                 1.1382,                 1.1154,                0.97449,                      1,                  0.995,                  0.995,                0.22245,                 0.3642,                0.73216,             0.00043408,             0.00043408,             0.00043408
                    200,                0.47068,                 1.1082,                 1.1516,                 0.9748,                      1,                  0.995,                  0.995,                0.24699,                0.37019,                0.73456,             0.00043267,             0.00043267,             0.00043267
                    201,                0.50224,                 1.1963,                 1.1571,                 0.9746,                      1,                  0.995,                  0.995,                0.34771,                0.39559,                0.75788,             0.00043126,             0.00043126,             0.00043126
                    202,                0.51395,                 1.1961,                 1.1572,                0.97483,                      1,                  0.995,                  0.995,                0.31314,                0.39298,                0.74486,             0.00042984,             0.00042984,             0.00042984
                    203,                0.50462,                   1.11,                 1.1246,                      1,                      1,                  0.995,                  0.995,                0.23324,                0.38666,                0.73905,             0.00042843,             0.00042843,             0.00042843
                    204,                0.47594,                 1.0414,                 1.1083,                      1,                      1,                  0.995,                  0.995,                 0.2205,                0.35949,                0.74198,             0.00042701,             0.00042701,             0.00042701
                    205,                0.45279,                 1.0737,                 1.1267,                      1,                      1,                  0.995,                  0.995,                0.16194,                0.26888,                0.71959,              0.0004256,              0.0004256,              0.0004256
                    206,                0.52897,                 1.2186,                  1.156,                      1,                      1,                  0.995,                  0.995,                0.20425,                0.34246,                0.72085,             0.00042419,             0.00042419,             0.00042419
                    207,                0.51299,                 1.1335,                 1.1648,                      1,                      1,                  0.995,                  0.995,                0.30464,                0.44084,                0.76423,             0.00042277,             0.00042277,             0.00042277
                    208,                0.49658,                 1.1534,                  1.142,                      1,                      1,                  0.995,                  0.995,                0.27499,                0.39936,                0.75003,             0.00042136,             0.00042136,             0.00042136
                    209,                0.48311,                 1.0925,                 1.1062,                      1,                      1,                  0.995,                 0.8955,                 0.3568,                0.34251,                0.76718,             0.00041995,             0.00041995,             0.00041995
                    210,                0.48319,                  1.114,                 1.1361,                0.97445,                      1,                  0.995,                 0.8955,                0.31649,                0.34354,                 0.7364,             0.00041853,             0.00041853,             0.00041853
                    211,                0.52441,                 1.1515,                   1.12,                0.97447,                      1,                  0.995,                  0.995,                0.14478,                0.28784,                0.68842,             0.00041712,             0.00041712,             0.00041712
                    212,                0.50291,                 1.1832,                 1.1488,                0.97447,                      1,                  0.995,                  0.995,                0.14571,                0.29242,                0.69173,             0.00041571,             0.00041571,             0.00041571
                    213,                0.51108,                 1.1997,                 1.1603,                0.97462,                      1,                  0.995,                  0.995,                0.24646,                0.39369,                0.71894,             0.00041429,             0.00041429,             0.00041429
                    214,                 0.5382,                  1.165,                 1.1183,                      1,                      1,                  0.995,                  0.995,                0.21386,                0.28897,                0.71112,             0.00041288,             0.00041288,             0.00041288
                    215,                0.50955,                 1.2116,                 1.1347,                      1,                      1,                  0.995,                  0.995,                0.22726,                0.28037,                0.70024,             0.00041146,             0.00041146,             0.00041146
                    216,                0.48777,                 1.2312,                 1.1636,                      1,                      1,                  0.995,                  0.995,                0.21084,                0.32973,                0.71397,             0.00041005,             0.00041005,             0.00041005
                    217,                0.48904,                 1.1874,                 1.1401,                      1,                      1,                  0.995,                  0.995,                0.25507,                0.40482,                0.75307,             0.00040864,             0.00040864,             0.00040864
                    218,                0.49937,                 1.1582,                 1.1393,                      1,                      1,                  0.995,                  0.995,                0.23372,                0.42916,                0.75284,             0.00040722,             0.00040722,             0.00040722
                    219,                0.50075,                  1.195,                 1.1457,                      1,                      1,                  0.995,                  0.995,                0.21794,                0.36847,                0.75602,             0.00040581,             0.00040581,             0.00040581
                    220,                 0.4881,                  1.149,                 1.1222,                      1,                      1,                  0.995,                  0.995,                0.38707,                0.40472,                0.81727,              0.0004044,              0.0004044,              0.0004044
                    221,                0.49101,                 1.0537,                 1.1216,                      1,                      1,                  0.995,                  0.995,                0.31428,                0.32084,                0.74522,             0.00040298,             0.00040298,             0.00040298
                    222,                0.46709,                  1.083,                 1.1246,                      1,                      1,                  0.995,                  0.995,                0.22358,                0.33675,                0.70676,             0.00040157,             0.00040157,             0.00040157
                    223,                0.47626,                 1.1498,                 1.1134,                      1,                      1,                  0.995,                  0.995,                 0.2583,                0.36293,                0.71601,             0.00040015,             0.00040015,             0.00040015
                    224,                0.47933,                 1.0932,                 1.1424,                      1,                      1,                  0.995,                  0.995,                0.21633,                0.35747,                0.70643,             0.00039874,             0.00039874,             0.00039874
                    225,                0.48291,                 1.1395,                 1.1181,                      1,                      1,                  0.995,                  0.995,                0.12799,                  0.287,                0.68937,             0.00039733,             0.00039733,             0.00039733
                    226,                 0.4936,                 1.1166,                  1.129,                      1,                      1,                  0.995,                  0.995,                0.13813,                0.28608,                0.69443,             0.00039591,             0.00039591,             0.00039591
                    227,                0.49582,                 1.0537,                 1.1606,                      1,                      1,                  0.995,                  0.995,                0.21685,                0.34372,                0.72044,              0.0003945,              0.0003945,              0.0003945
                    228,                0.45845,                 1.1322,                 1.1082,                      1,                      1,                  0.995,                  0.995,                0.16989,                 0.3031,                0.71241,             0.00039309,             0.00039309,             0.00039309
                    229,                0.48091,                 1.2083,                 1.1508,                0.97445,                      1,                  0.995,                  0.995,                0.13395,                0.31581,                0.69877,             0.00039167,             0.00039167,             0.00039167
                    230,                0.46536,                 1.1058,                  1.119,                0.97472,                      1,                  0.995,                  0.995,                0.18541,                0.29951,                0.70761,             0.00039026,             0.00039026,             0.00039026
                    231,                0.44934,                 1.0343,                 1.0814,                0.97429,                      1,                  0.995,                  0.995,                0.29995,                0.35625,                0.73414,             0.00038884,             0.00038884,             0.00038884
                    232,                0.43165,                 1.0147,                 1.1155,                0.97465,                      1,                  0.995,                  0.995,                0.34246,                0.32606,                 0.7492,             0.00038743,             0.00038743,             0.00038743
                    233,                0.41891,                 1.0529,                 1.1087,                      1,                      1,                  0.995,                  0.995,                0.23899,                0.37663,                 0.7182,             0.00038602,             0.00038602,             0.00038602
                    234,                0.47548,                 1.1212,                  1.099,                      1,                      1,                  0.995,                  0.995,                0.25123,                0.34485,                 0.7196,              0.0003846,              0.0003846,              0.0003846
                    235,                0.51713,                 1.1098,                 1.1204,                      1,                      1,                  0.995,                  0.995,                0.26946,                0.36614,                0.74006,             0.00038319,             0.00038319,             0.00038319
                    236,                0.47585,                 1.1312,                 1.0736,                      1,                      1,                  0.995,                  0.995,                0.25021,                 0.3726,                0.71963,             0.00038178,             0.00038178,             0.00038178
                    237,                0.41826,                 1.0092,                 1.0847,                      1,                      1,                  0.995,                  0.995,                0.19356,                0.37137,                0.69938,             0.00038036,             0.00038036,             0.00038036
                    238,                0.46892,                 1.1276,                 1.1256,                      1,                      1,                  0.995,                  0.995,                 0.2179,                0.41796,                0.71279,             0.00037895,             0.00037895,             0.00037895
                    239,                0.46019,                 1.0814,                 1.1144,                      1,                      1,                  0.995,                  0.995,                0.26474,                0.35857,                0.70917,             0.00037753,             0.00037753,             0.00037753
                    240,                0.47399,                 1.0879,                 1.1085,                      1,                      1,                  0.995,                  0.995,                0.14901,                0.31499,                0.68823,             0.00037612,             0.00037612,             0.00037612
                    241,                0.45359,                 1.0634,                 1.0898,                      1,                      1,                  0.995,                  0.995,                0.20297,                0.31937,                0.71096,             0.00037471,             0.00037471,             0.00037471
                    242,                 0.5124,                 1.2056,                 1.1277,                      1,                      1,                  0.995,                  0.995,                0.21336,                0.38266,                   0.72,             0.00037329,             0.00037329,             0.00037329
                    243,                0.41992,                 1.0174,                 1.0669,                0.97431,                      1,                  0.995,                  0.995,                0.25998,                0.48532,                0.72012,             0.00037188,             0.00037188,             0.00037188
                    244,                0.48638,                 1.1188,                 1.1031,                0.97476,                      1,                  0.995,                  0.995,                0.28941,                0.47894,                 0.7287,             0.00037047,             0.00037047,             0.00037047
                    245,                0.42148,                 1.0284,                 1.1112,                      1,                      1,                  0.995,                  0.995,                0.31444,                0.56142,                0.75047,             0.00036905,             0.00036905,             0.00036905
                    246,                0.46492,                  1.102,                 1.0823,                      1,                      1,                  0.995,                  0.995,                0.22248,                0.43426,                0.73407,             0.00036764,             0.00036764,             0.00036764
                    247,                0.47383,                 1.0494,                 1.0983,                      1,                      1,                  0.995,                  0.995,                0.18544,                 0.3748,                0.71418,             0.00036622,             0.00036622,             0.00036622
                    248,                0.45792,                 1.0173,                 1.0639,                      1,                      1,                  0.995,                  0.995,                0.18828,                0.35892,                0.71536,             0.00036481,             0.00036481,             0.00036481
                    249,                 0.4421,                0.97848,                 1.0683,                      1,                      1,                  0.995,                  0.995,                0.22365,                0.33433,                0.73424,              0.0003634,              0.0003634,              0.0003634
                    250,                0.49819,                 1.0454,                 1.1327,                      1,                      1,                  0.995,                  0.995,                0.21643,                0.28844,                0.72744,             0.00036198,             0.00036198,             0.00036198
                    251,                 0.4255,                 1.0239,                  1.083,                0.97472,                      1,                  0.995,                  0.995,                0.14812,                0.32136,                0.68471,             0.00036057,             0.00036057,             0.00036057
                    252,                 0.5039,                 1.0396,                 1.1109,                0.97465,                      1,                  0.995,                  0.995,                0.16249,                0.31839,                0.69112,             0.00035916,             0.00035916,             0.00035916
                    253,                 0.4891,                  1.109,                 1.1241,                      1,                      1,                  0.995,                  0.995,                0.23387,                0.33385,                0.72474,             0.00035774,             0.00035774,             0.00035774
                    254,                0.45009,                0.97229,                  1.089,                      1,                      1,                  0.995,                  0.995,                0.23589,                0.39462,                0.73385,             0.00035633,             0.00035633,             0.00035633
                    255,                0.47031,                 0.9896,                 1.0915,                      1,                      1,                  0.995,                  0.995,                0.18556,                0.28523,                0.71482,             0.00035492,             0.00035492,             0.00035492
                    256,                0.42848,                 1.0363,                  1.047,                      1,                      1,                  0.995,                  0.995,                0.18936,                0.35762,                0.71217,              0.0003535,              0.0003535,              0.0003535
                    257,                0.51607,                 1.1408,                 1.1399,                      1,                      1,                  0.995,                  0.995,                0.19809,                0.40228,                0.70995,             0.00035209,             0.00035209,             0.00035209
                    258,                0.47332,                 1.0699,                 1.1257,                      1,                      1,                  0.995,                  0.995,                 0.2252,                0.41334,                0.71514,             0.00035067,             0.00035067,             0.00035067
                    259,                0.47743,                 1.0118,                 1.0854,                      1,                      1,                  0.995,                  0.995,                0.22594,                 0.3965,                0.69753,             0.00034926,             0.00034926,             0.00034926
                    260,                0.44467,                  1.017,                 1.0891,                      1,                      1,                  0.995,                  0.995,                0.22627,                0.33454,                0.69246,             0.00034785,             0.00034785,             0.00034785
                    261,                0.48872,                 1.0385,                 1.1308,                0.97475,                      1,                  0.995,                  0.995,                0.22338,                0.35529,                0.69984,             0.00034643,             0.00034643,             0.00034643
                    262,                0.46577,                 1.0168,                 1.0992,                0.97427,                      1,                  0.995,                  0.995,                0.26595,                0.39352,                 0.7131,             0.00034502,             0.00034502,             0.00034502
                    263,                 0.4599,                0.97446,                  1.104,                0.97412,                      1,                  0.995,                  0.995,                0.27858,                0.40636,                0.73287,             0.00034361,             0.00034361,             0.00034361
                    264,                0.42344,                 1.0001,                 1.0485,                0.97418,                      1,                  0.995,                  0.995,                 0.2622,                0.39258,                0.72623,             0.00034219,             0.00034219,             0.00034219
                    265,                0.47356,                 1.0022,                 1.0934,                      1,                      1,                  0.995,                  0.995,                0.14222,                0.35691,                0.70796,             0.00034078,             0.00034078,             0.00034078
                    266,                0.43558,                 1.0158,                 1.0603,                      1,                      1,                  0.995,                  0.995,                0.15644,                0.31091,                0.71259,             0.00033936,             0.00033936,             0.00033936
                    267,                0.48501,                 1.0064,                 1.0968,                      1,                      1,                  0.995,                  0.995,                0.24266,                0.39531,                0.72037,             0.00033795,             0.00033795,             0.00033795
                    268,                0.43033,                0.98445,                 1.0962,                      1,                      1,                  0.995,                  0.995,                0.19512,                0.35308,                0.70573,             0.00033654,             0.00033654,             0.00033654
                    269,                0.44593,                  1.023,                 1.0789,                      1,                      1,                  0.995,                  0.995,                0.14752,                0.31986,                0.70341,             0.00033512,             0.00033512,             0.00033512
                    270,                0.44515,                  1.077,                 1.0915,                      1,                      1,                  0.995,                  0.995,                0.20458,                0.34039,                0.71473,             0.00033371,             0.00033371,             0.00033371
                    271,                0.45736,                 1.0263,                 1.0607,                      1,                      1,                  0.995,                  0.995,                0.31419,                0.43753,                0.73056,              0.0003323,              0.0003323,              0.0003323
                    272,                0.41667,                0.99924,                 1.0864,                      1,                      1,                  0.995,                  0.995,                0.20353,                0.36689,                0.70705,             0.00033088,             0.00033088,             0.00033088
                    273,                0.44531,                 1.0697,                 1.0861,                      1,                      1,                  0.995,                  0.995,                0.17289,                0.27417,                0.70256,             0.00032947,             0.00032947,             0.00032947
                    274,                0.39324,                 1.0148,                 1.0423,                      1,                      1,                  0.995,                  0.995,                0.18875,                0.34051,                0.70396,             0.00032805,             0.00032805,             0.00032805
                    275,                0.43619,                 1.1013,                 1.0905,                      1,                      1,                  0.995,                  0.995,                0.19242,                0.25087,                0.69337,             0.00032664,             0.00032664,             0.00032664
                    276,                0.44978,                 1.0522,                 1.0785,                      1,                      1,                  0.995,                  0.995,                0.16164,                 0.2507,                0.68132,             0.00032523,             0.00032523,             0.00032523
                    277,                0.45051,                 1.1213,                 1.1074,                      1,                      1,                  0.995,                  0.995,                0.14692,                0.28693,                0.68679,             0.00032381,             0.00032381,             0.00032381
                    278,                0.43679,                0.98585,                 1.0436,                      1,                      1,                  0.995,                  0.995,                0.19589,                0.27772,                0.70017,              0.0003224,              0.0003224,              0.0003224
                    279,                0.47762,                 1.0126,                 1.0675,                      1,                      1,                  0.995,                  0.995,                0.17857,                0.39691,                0.69472,             0.00032099,             0.00032099,             0.00032099
                    280,                0.43806,                  1.001,                   1.06,                      1,                      1,                  0.995,                  0.995,                 0.1586,                 0.4331,                 0.6851,             0.00031957,             0.00031957,             0.00031957
                    281,                 0.4542,                0.98353,                 1.0828,                      1,                      1,                  0.995,                  0.995,                0.17209,                0.40655,                0.68194,             0.00031816,             0.00031816,             0.00031816
                    282,                0.44688,                0.97327,                  1.075,                      1,                      1,                  0.995,                  0.995,                0.22076,                0.43151,                0.69211,             0.00031674,             0.00031674,             0.00031674
                    283,                0.38855,                  1.051,                 1.0554,                      1,                      1,                  0.995,                  0.995,                0.25091,                 0.3827,                0.71178,             0.00031533,             0.00031533,             0.00031533
                    284,                0.42891,                  1.013,                 1.0942,                      1,                      1,                  0.995,                  0.995,                0.20577,                0.35851,                0.70156,             0.00031392,             0.00031392,             0.00031392
                    285,                0.41857,                 1.0889,                 1.0822,                      1,                      1,                  0.995,                  0.995,                0.25056,                0.39679,                0.70002,              0.0003125,              0.0003125,              0.0003125
                    286,                0.41991,                0.95294,                 1.0728,                      1,                      1,                  0.995,                  0.995,                0.25888,                0.39858,                0.71085,             0.00031109,             0.00031109,             0.00031109
                    287,                0.42252,                0.97519,                 1.0365,                      1,                      1,                  0.995,                  0.995,                0.15949,                0.36357,                0.69771,             0.00030968,             0.00030968,             0.00030968
                    288,                0.41745,                0.94443,                 1.0878,                      1,                      1,                  0.995,                  0.995,                0.16764,                0.37266,                0.70472,             0.00030826,             0.00030826,             0.00030826
                    289,                0.42305,                0.92906,                 1.0407,                      1,                      1,                  0.995,                  0.995,                0.24255,                0.41052,                 0.7068,             0.00030685,             0.00030685,             0.00030685
                    290,                0.47361,                0.97607,                 1.0759,                      1,                      1,                  0.995,                  0.995,                0.29394,                0.37118,                0.71773,             0.00030543,             0.00030543,             0.00030543
                    291,                0.45902,                 1.0347,                 1.0698,                      1,                      1,                  0.995,                  0.995,                0.15617,                0.29532,                0.69368,             0.00030402,             0.00030402,             0.00030402
                    292,                0.43708,                0.99169,                 1.0832,                0.97457,                      1,                  0.995,                  0.995,                0.16518,                0.28063,                0.69859,             0.00030261,             0.00030261,             0.00030261
                    293,                0.41761,                0.97061,                 1.1064,                0.97452,                      1,                  0.995,                  0.995,                 0.2006,                0.33583,                0.70646,             0.00030119,             0.00030119,             0.00030119
                    294,                0.43115,                 1.0233,                 1.0568,                0.97472,                      1,                  0.995,                  0.995,                0.19706,                0.35893,                0.70334,             0.00029978,             0.00029978,             0.00029978
                    295,                0.41803,                0.91824,                 1.0444,                0.97453,                      1,                  0.995,                  0.995,                0.18557,                0.33099,                0.69762,             0.00029837,             0.00029837,             0.00029837
                    296,                0.43056,                0.91026,                  1.056,                0.97446,                      1,                  0.995,                  0.995,                 0.2193,                0.37198,                0.70472,             0.00029695,             0.00029695,             0.00029695
                    297,                 0.4357,                 0.9947,                 1.0657,                0.97468,                      1,                  0.995,                  0.995,                0.23873,                 0.3087,                0.72704,             0.00029554,             0.00029554,             0.00029554
                    298,                0.44576,                0.94187,                 1.0499,                0.97441,                      1,                  0.995,                  0.995,                0.19781,                0.27215,                0.71978,             0.00029413,             0.00029413,             0.00029413
                    299,                 0.4123,                0.93918,                 1.0436,                      1,                      1,                  0.995,                  0.995,                0.15494,                0.29153,                0.69865,             0.00029271,             0.00029271,             0.00029271
                    300,                0.36561,                0.89616,                 1.0248,                      1,                      1,                  0.995,                  0.995,                0.17752,                 0.3269,                0.70441,              0.0002913,              0.0002913,              0.0002913
                    301,                0.40884,                0.97612,                 1.0561,                      1,                      1,                  0.995,                  0.995,                0.23843,                0.34135,                0.71919,             0.00028988,             0.00028988,             0.00028988
                    302,                0.41702,                0.97698,                 1.0607,                      1,                      1,                  0.995,                  0.995,                0.22387,                0.34925,                0.70442,             0.00028847,             0.00028847,             0.00028847
                    303,                 0.3956,                0.98555,                  1.067,                      1,                      1,                  0.995,                  0.995,                0.13915,                0.35123,                0.67778,             0.00028706,             0.00028706,             0.00028706
                    304,                0.41019,                0.95427,                 1.0465,                      1,                      1,                  0.995,                  0.995,                 0.1645,                0.35387,                0.68376,             0.00028564,             0.00028564,             0.00028564
                    305,                0.41576,                0.90593,                  1.046,                      1,                      1,                  0.995,                  0.995,                0.23342,                0.29642,                0.69877,             0.00028423,             0.00028423,             0.00028423
                    306,                0.41977,                0.95609,                 1.0611,                      1,                      1,                  0.995,                  0.995,                0.18558,                0.28869,                0.68964,             0.00028282,             0.00028282,             0.00028282
                    307,                0.41017,                0.96646,                 1.0697,                      1,                      1,                  0.995,                  0.995,                0.20283,                0.32671,                0.70252,              0.0002814,              0.0002814,              0.0002814
                    308,                0.48658,                 1.0139,                 1.0603,                      1,                      1,                  0.995,                  0.995,                0.23935,                0.35758,                0.71586,             0.00027999,             0.00027999,             0.00027999
                    309,                0.38934,                0.90243,                 1.0346,                      1,                      1,                  0.995,                  0.995,                0.16744,                0.35715,                0.70012,             0.00027857,             0.00027857,             0.00027857
                    310,                0.44033,                 1.0411,                 1.0832,                      1,                      1,                  0.995,                  0.995,                0.13194,                0.34633,                0.69275,             0.00027716,             0.00027716,             0.00027716
                    311,                0.43073,                0.97385,                 1.0324,                      1,                      1,                  0.995,                  0.995,                0.19936,                0.33622,                0.68856,             0.00027575,             0.00027575,             0.00027575
                    312,                0.44261,                0.96682,                 1.0764,                      1,                      1,                  0.995,                  0.995,                0.23286,                0.35081,                 0.6954,             0.00027433,             0.00027433,             0.00027433
